plate,prefix,number,suffix,province,region,vehicle_type
E7594IBM,E,7594,IBM,Cirebon/Indramayu,Cirebon/Indramayu,Bus
N7412PAR,N,7412,PAR,Malang,Malang,Bus
T7987MR,T,7987,MR,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B5937FO,B,5937,FO,Jadetabek,Bekasi Kab,Motorcycle
AB2902OOM,AB,2902,OOM,Yogyakarta,Yogyakarta,Motorcycle
T9884NZO,T,9884,NZO,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
KB9416HMV,KB,9416,HMV,Kalbar,Kalbar,Truck/Commercial
E9717QS,E,9717,QS,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B4685TB,B,4685,TB,Jadetabek,Jakarta Timur,Motorcycle
H48EJ,H,48,EJ,Semarang,Semarang,Private Car
B2448KHY,B,2448,KHY,Jadetabek,Bekasi Kota,Motorcycle
H1945PG,H,1945,PG,Semarang,Semarang,Private Car
B9886UV,B,9886,UV,Jadetabek,Jakarta Utara,Truck/Commercial
F3747HA,F,3747,HA,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
T7547PLJ,T,7547,PLJ,Karawang/Purwakarta,Karawang/Purwakarta,Bus
K5258RX,K,5258,RX,Pati,Pati,Motorcycle
B9715KCQ,B,9715,KCQ,Jadetabek,Bekasi Kota,Truck/Commercial
AG7514JZI,AG,7514,JZI,Kediri,Kediri,Bus
AA1159HDC,AA,1159,HDC,Kedu,Kedu,Private Car
T8605CDO,T,8605,CDO,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
KB1291YVG,KB,1291,YVG,Kalbar,Kalbar,Private Car
L2297PY,L,2297,PY,Surabaya,Surabaya,Motorcycle
S7453PHD,S,7453,PHD,Bojonegoro,Bojonegoro,Bus
AA7655CZN,AA,7655,CZN,Kedu,Kedu,Bus
M4974SD,M,4974,SD,Madura,Madura,Motorcycle
T3601RZ,T,3601,RZ,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
Z1020QMO,Z,1020,QMO,Tasikmalaya,Tasikmalaya,Private Car
KB1980OU,KB,1980,OU,Kalbar,Kalbar,Private Car
D7874BLE,D,7874,BLE,Bandung Raya,Bandung Raya,Bus
K209FJ,K,209,FJ,Pati,Pati,Private Car
A6765CR,A,6765,CR,Banten,Banten,Motorcycle
B2863ZW,B,2863,ZW,Jadetabek,Depok,Motorcycle
B4690TJO,B,4690,TJO,Jadetabek,Jakarta Timur,Motorcycle
K8006AR,K,8006,AR,Pati,Pati,Truck/Commercial
S7481VZY,S,7481,VZY,Bojonegoro,Bojonegoro,Bus
DK9534TVX,DK,9534,TVX,Bali,Bali,Truck/Commercial
B8389CRD,B,8389,CRD,Jadetabek,Tangerang Kota,Truck/Commercial
AG8853RPF,AG,8853,RPF,Kediri,Kediri,Truck/Commercial
Z4642JU,Z,4642,JU,Tasikmalaya,Tasikmalaya,Motorcycle
B949CS,B,949,CS,Jadetabek,Tangerang Kota,Private Car
S1928MB,S,1928,MB,Bojonegoro,Bojonegoro,Private Car
B3274ZD,B,3274,ZD,Jadetabek,Depok,Motorcycle
G131XI,G,131,XI,Pekalongan,Pekalongan,Private Car
B5464UVS,B,5464,UVS,Jadetabek,Jakarta Utara,Motorcycle
B1828ZKN,B,1828,ZKN,Jadetabek,Depok,Private Car
L7589COZ,L,7589,COZ,Surabaya,Surabaya,Bus
AE8816VF,AE,8816,VF,Madiun,Madiun,Truck/Commercial
M7472KBR,M,7472,KBR,Madura,Madura,Bus
DB1230MBS,DB,1230,MBS,Sulut,Sulut,Private Car
K334CNP,K,334,CNP,Pati,Pati,Private Car
AG6871BGI,AG,6871,BGI,Kediri,Kediri,Motorcycle
F4202QXO,F,4202,QXO,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
L7605GWN,L,7605,GWN,Surabaya,Surabaya,Bus
DD5804GS,DD,5804,GS,Sulsel,Sulsel,Motorcycle
B7721TL,B,7721,TL,Jadetabek,Jakarta Timur,Bus
D2329DI,D,2329,DI,Bandung Raya,Bandung Raya,Motorcycle
B400ZFI,B,400,ZFI,Jadetabek,Depok,Private Car
F1690FYO,F,1690,FYO,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
KB7506XZ,KB,7506,XZ,Kalbar,Kalbar,Bus
P7611OL,P,7611,OL,Besuki,Besuki,Bus
AB9132HCX,AB,9132,HCX,Yogyakarta,Yogyakarta,Truck/Commercial
S5142LP,S,5142,LP,Bojonegoro,Bojonegoro,Motorcycle
KB7397YU,KB,7397,YU,Kalbar,Kalbar,Bus
B7866BB,B,7866,BB,Jadetabek,Jakarta Barat,Bus
K5352XI,K,5352,XI,Pati,Pati,Motorcycle
Z9381ARX,Z,9381,ARX,Tasikmalaya,Tasikmalaya,Truck/Commercial
Z8611WY,Z,8611,WY,Tasikmalaya,Tasikmalaya,Truck/Commercial
D7956JCN,D,7956,JCN,Bandung Raya,Bandung Raya,Bus
AE9140CWO,AE,9140,CWO,Madiun,Madiun,Truck/Commercial
S1778OA,S,1778,OA,Bojonegoro,Bojonegoro,Private Car
DB7448AC,DB,7448,AC,Sulut,Sulut,Bus
L9959RD,L,9959,RD,Surabaya,Surabaya,Truck/Commercial
DA8556RQO,DA,8556,RQO,Kalsel,Kalsel,Truck/Commercial
K8547CE,K,8547,CE,Pati,Pati,Truck/Commercial
G7391GOX,G,7391,GOX,Pekalongan,Pekalongan,Bus
B7565EUK,B,7565,EUK,Jadetabek,Depok,Bus
B1193KO,B,1193,KO,Jadetabek,Bekasi Kota,Private Car
AD9672GW,AD,9672,GW,Surakarta,Surakarta,Truck/Commercial
B856UFI,B,856,UFI,Jadetabek,Jakarta Utara,Private Car
B8514WNC,B,8514,WNC,Jadetabek,Tangsel,Truck/Commercial
E8319OSM,E,8319,OSM,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B6349ZL,B,6349,ZL,Jadetabek,Depok,Motorcycle
B7241BVO,B,7241,BVO,Jadetabek,Jakarta Barat,Bus
L332HC,L,332,HC,Surabaya,Surabaya,Private Car
H1387LT,H,1387,LT,Semarang,Semarang,Private Car
F9820RRM,F,9820,RRM,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
B379WC,B,379,WC,Jadetabek,Tangsel,Private Car
B918ZA,B,918,ZA,Jadetabek,Depok,Private Car
K877RFU,K,877,RFU,Pati,Pati,Private Car
DB7280JU,DB,7280,JU,Sulut,Sulut,Bus
B7150EYL,B,7150,EYL,Jadetabek,Depok,Bus
G8050PAI,G,8050,PAI,Pekalongan,Pekalongan,Truck/Commercial
N855LWI,N,855,LWI,Malang,Malang,Private Car
DK8361MBD,DK,8361,MBD,Bali,Bali,Truck/Commercial
P29XVK,P,29,XVK,Besuki,Besuki,Private Car
Z8610DW,Z,8610,DW,Tasikmalaya,Tasikmalaya,Truck/Commercial
B8440CM,B,8440,CM,Jadetabek,Tangerang Kota,Truck/Commercial
L7834KWF,L,7834,KWF,Surabaya,Surabaya,Bus
H7756EAC,H,7756,EAC,Semarang,Semarang,Bus
T1095MWL,T,1095,MWL,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
E8006LEV,E,8006,LEV,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
DD9516OE,DD,9516,OE,Sulsel,Sulsel,Truck/Commercial
S9574DJ,S,9574,DJ,Bojonegoro,Bojonegoro,Truck/Commercial
DD9008WL,DD,9008,WL,Sulsel,Sulsel,Truck/Commercial
DK8044MAD,DK,8044,MAD,Bali,Bali,Truck/Commercial
W2104MVL,W,2104,MVL,Sidoarjo,Sidoarjo,Motorcycle
B3850UAA,B,3850,UAA,Jadetabek,Jakarta Utara,Motorcycle
B1204EUW,B,1204,EUW,Jadetabek,Depok,Private Car
A542NR,A,542,NR,Banten,Banten,Private Car
B9556EC,B,9556,EC,Jadetabek,Depok,Truck/Commercial
DD9682ROM,DD,9682,ROM,Sulsel,Sulsel,Truck/Commercial
B4454ZZU,B,4454,ZZU,Jadetabek,Depok,Motorcycle
DA7695GEY,DA,7695,GEY,Kalsel,Kalsel,Bus
P5733APR,P,5733,APR,Besuki,Besuki,Motorcycle
DB7475MON,DB,7475,MON,Sulut,Sulut,Bus
R7962GP,R,7962,GP,Banyumas,Banyumas,Bus
L1546VO,L,1546,VO,Surabaya,Surabaya,Private Car
B7125ZPB,B,7125,ZPB,Jadetabek,Depok,Bus
B5844ZZ,B,5844,ZZ,Jadetabek,Depok,Motorcycle
M288JQT,M,288,JQT,Madura,Madura,Private Car
D4853FOH,D,4853,FOH,Bandung Raya,Bandung Raya,Motorcycle
AA7431ZF,AA,7431,ZF,Kedu,Kedu,Bus
B9233UFB,B,9233,UFB,Jadetabek,Jakarta Utara,Truck/Commercial
K4038YP,K,4038,YP,Pati,Pati,Motorcycle
KB4264RKM,KB,4264,RKM,Kalbar,Kalbar,Motorcycle
AG2991PBH,AG,2991,PBH,Kediri,Kediri,Motorcycle
DK8238QSQ,DK,8238,QSQ,Bali,Bali,Truck/Commercial
DA9376CD,DA,9376,CD,Kalsel,Kalsel,Truck/Commercial
DA7293TM,DA,7293,TM,Kalsel,Kalsel,Bus
B7745FPU,B,7745,FPU,Jadetabek,Bekasi Kab,Bus
D6591GP,D,6591,GP,Bandung Raya,Bandung Raya,Motorcycle
A8753WW,A,8753,WW,Banten,Banten,Truck/Commercial
M9268AN,M,9268,AN,Madura,Madura,Truck/Commercial
B4388EW,B,4388,EW,Jadetabek,Depok,Motorcycle
T7880HR,T,7880,HR,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B6234BB,B,6234,BB,Jadetabek,Jakarta Barat,Motorcycle
S7555NCO,S,7555,NCO,Bojonegoro,Bojonegoro,Bus
B7324FMP,B,7324,FMP,Jadetabek,Bekasi Kab,Bus
N9701NJ,N,9701,NJ,Malang,Malang,Truck/Commercial
B7674WPR,B,7674,WPR,Jadetabek,Tangsel,Bus
B845KL,B,845,KL,Jadetabek,Bekasi Kota,Private Car
T6421WEL,T,6421,WEL,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
M4129FRV,M,4129,FRV,Madura,Madura,Motorcycle
AA7382QX,AA,7382,QX,Kedu,Kedu,Bus
M7647ONE,M,7647,ONE,Madura,Madura,Bus
Z3594SPU,Z,3594,SPU,Tasikmalaya,Tasikmalaya,Motorcycle
DK1613UV,DK,1613,UV,Bali,Bali,Private Car
AD7369UIZ,AD,7369,UIZ,Surakarta,Surakarta,Bus
AA6933II,AA,6933,II,Kedu,Kedu,Motorcycle
M8984DH,M,8984,DH,Madura,Madura,Truck/Commercial
M7978ZBP,M,7978,ZBP,Madura,Madura,Bus
DA5767DW,DA,5767,DW,Kalsel,Kalsel,Motorcycle
W5487OKS,W,5487,OKS,Sidoarjo,Sidoarjo,Motorcycle
L9328PMM,L,9328,PMM,Surabaya,Surabaya,Truck/Commercial
G1902SX,G,1902,SX,Pekalongan,Pekalongan,Private Car
G3518UCJ,G,3518,UCJ,Pekalongan,Pekalongan,Motorcycle
Z3609YQ,Z,3609,YQ,Tasikmalaya,Tasikmalaya,Motorcycle
E9905XKQ,E,9905,XKQ,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
E8708CE,E,8708,CE,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
A8335PSL,A,8335,PSL,Banten,Banten,Truck/Commercial
KB9237RMU,KB,9237,RMU,Kalbar,Kalbar,Truck/Commercial
F9371LOD,F,9371,LOD,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
K4640ZT,K,4640,ZT,Pati,Pati,Motorcycle
DK2803YM,DK,2803,YM,Bali,Bali,Motorcycle
P6124QQJ,P,6124,QQJ,Besuki,Besuki,Motorcycle
B8167SMK,B,8167,SMK,Jadetabek,Jakarta Selatan,Truck/Commercial
L1656ZC,L,1656,ZC,Surabaya,Surabaya,Private Car
D7986FSG,D,7986,FSG,Bandung Raya,Bandung Raya,Bus
AE3461HF,AE,3461,HF,Madiun,Madiun,Motorcycle
B7329CS,B,7329,CS,Jadetabek,Tangerang Kota,Bus
L1605PEP,L,1605,PEP,Surabaya,Surabaya,Private Car
DK5545NSI,DK,5545,NSI,Bali,Bali,Motorcycle
H7901RI,H,7901,RI,Semarang,Semarang,Bus
R5746UKI,R,5746,UKI,Banyumas,Banyumas,Motorcycle
E7132XI,E,7132,XI,Cirebon/Indramayu,Cirebon/Indramayu,Bus
D8493YBI,D,8493,YBI,Bandung Raya,Bandung Raya,Truck/Commercial
N6619EJC,N,6619,EJC,Malang,Malang,Motorcycle
B3635TZO,B,3635,TZO,Jadetabek,Jakarta Timur,Motorcycle
E7886CU,E,7886,CU,Cirebon/Indramayu,Cirebon/Indramayu,Bus
DB7069APH,DB,7069,APH,Sulut,Sulut,Bus
B2049ZX,B,2049,ZX,Jadetabek,Depok,Motorcycle
G9717AOC,G,9717,AOC,Pekalongan,Pekalongan,Truck/Commercial
DD7722QTX,DD,7722,QTX,Sulsel,Sulsel,Bus
B7522ZL,B,7522,ZL,Jadetabek,Depok,Bus
DA7539PFX,DA,7539,PFX,Kalsel,Kalsel,Bus
DK5266TNM,DK,5266,TNM,Bali,Bali,Motorcycle
AE946GG,AE,946,GG,Madiun,Madiun,Private Car
G7277FQ,G,7277,FQ,Pekalongan,Pekalongan,Bus
A9221KNI,A,9221,KNI,Banten,Banten,Truck/Commercial
S982SZ,S,982,SZ,Bojonegoro,Bojonegoro,Private Car
AA7578YC,AA,7578,YC,Kedu,Kedu,Bus
AD344UGR,AD,344,UGR,Surakarta,Surakarta,Private Car
N9178JS,N,9178,JS,Malang,Malang,Truck/Commercial
W7137VPO,W,7137,VPO,Sidoarjo,Sidoarjo,Bus
E7523EVQ,E,7523,EVQ,Cirebon/Indramayu,Cirebon/Indramayu,Bus
B9990KZ,B,9990,KZ,Jadetabek,Bekasi Kota,Truck/Commercial
DB886TL,DB,886,TL,Sulut,Sulut,Private Car
B6518PQI,B,6518,PQI,Jadetabek,Jakarta Pusat,Motorcycle
B8319KRP,B,8319,KRP,Jadetabek,Bekasi Kota,Truck/Commercial
B1837TFK,B,1837,TFK,Jadetabek,Jakarta Timur,Private Car
AB9432DJ,AB,9432,DJ,Yogyakarta,Yogyakarta,Truck/Commercial
B921KM,B,921,KM,Jadetabek,Bekasi Kota,Private Car
Z2104RU,Z,2104,RU,Tasikmalaya,Tasikmalaya,Motorcycle
AB9177UFB,AB,9177,UFB,Yogyakarta,Yogyakarta,Truck/Commercial
KB1362EN,KB,1362,EN,Kalbar,Kalbar,Private Car
K9892XD,K,9892,XD,Pati,Pati,Truck/Commercial
AG411PR,AG,411,PR,Kediri,Kediri,Private Car
DD8715HM,DD,8715,HM,Sulsel,Sulsel,Truck/Commercial
B388ZWJ,B,388,ZWJ,Jadetabek,Depok,Private Car
B1064UH,B,1064,UH,Jadetabek,Jakarta Utara,Private Car
K7705ADK,K,7705,ADK,Pati,Pati,Bus
K5009ZVO,K,5009,ZVO,Pati,Pati,Motorcycle
H5867HKY,H,5867,HKY,Semarang,Semarang,Motorcycle
KB554EV,KB,554,EV,Kalbar,Kalbar,Private Car
R4670KPA,R,4670,KPA,Banyumas,Banyumas,Motorcycle
B8736UX,B,8736,UX,Jadetabek,Jakarta Utara,Truck/Commercial
N8599MT,N,8599,MT,Malang,Malang,Truck/Commercial
B2291TJ,B,2291,TJ,Jadetabek,Jakarta Timur,Motorcycle
S9286RZH,S,9286,RZH,Bojonegoro,Bojonegoro,Truck/Commercial
AB991EGK,AB,991,EGK,Yogyakarta,Yogyakarta,Private Car
B8035KLU,B,8035,KLU,Jadetabek,Bekasi Kota,Truck/Commercial
E653HOT,E,653,HOT,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
W8879TP,W,8879,TP,Sidoarjo,Sidoarjo,Truck/Commercial
M1611KD,M,1611,KD,Madura,Madura,Private Car
B894TY,B,894,TY,Jadetabek,Jakarta Timur,Private Car
AE305KG,AE,305,KG,Madiun,Madiun,Private Car
R8020ZI,R,8020,ZI,Banyumas,Banyumas,Truck/Commercial
B7287ZZ,B,7287,ZZ,Jadetabek,Depok,Bus
A8968CS,A,8968,CS,Banten,Banten,Truck/Commercial
D4890AVO,D,4890,AVO,Bandung Raya,Bandung Raya,Motorcycle
R7526BA,R,7526,BA,Banyumas,Banyumas,Bus
P5989UKT,P,5989,UKT,Besuki,Besuki,Motorcycle
AA8923FY,AA,8923,FY,Kedu,Kedu,Truck/Commercial
KB2850JFI,KB,2850,JFI,Kalbar,Kalbar,Motorcycle
T139AFX,T,139,AFX,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
B8087BS,B,8087,BS,Jadetabek,Jakarta Barat,Truck/Commercial
AA1918GJD,AA,1918,GJD,Kedu,Kedu,Private Car
B2989CA,B,2989,CA,Jadetabek,Tangerang Kota,Motorcycle
B7656CR,B,7656,CR,Jadetabek,Tangerang Kota,Bus
B3741FBY,B,3741,FBY,Jadetabek,Bekasi Kab,Motorcycle
N3053BGO,N,3053,BGO,Malang,Malang,Motorcycle
AD1927GKB,AD,1927,GKB,Surakarta,Surakarta,Private Car
S424TK,S,424,TK,Bojonegoro,Bojonegoro,Private Car
DK3463QO,DK,3463,QO,Bali,Bali,Motorcycle
T8777VN,T,8777,VN,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
B8473SP,B,8473,SP,Jadetabek,Jakarta Selatan,Truck/Commercial
M305ERB,M,305,ERB,Madura,Madura,Private Car
S7087NR,S,7087,NR,Bojonegoro,Bojonegoro,Bus
DA7090CU,DA,7090,CU,Kalsel,Kalsel,Bus
AE9022CGD,AE,9022,CGD,Madiun,Madiun,Truck/Commercial
DA2830QUU,DA,2830,QUU,Kalsel,Kalsel,Motorcycle
B788ZQ,B,788,ZQ,Jadetabek,Depok,Private Car
W759WN,W,759,WN,Sidoarjo,Sidoarjo,Private Car
B259COH,B,259,COH,Jadetabek,Tangerang Kota,Private Car
P515PIZ,P,515,PIZ,Besuki,Besuki,Private Car
R7602LBM,R,7602,LBM,Banyumas,Banyumas,Bus
B8399WZ,B,8399,WZ,Jadetabek,Tangsel,Truck/Commercial
B8025WLK,B,8025,WLK,Jadetabek,Tangsel,Truck/Commercial
W9083TA,W,9083,TA,Sidoarjo,Sidoarjo,Truck/Commercial
M7666MS,M,7666,MS,Madura,Madura,Bus
B1333FAD,B,1333,FAD,Jadetabek,Bekasi Kab,Private Car
M3907NW,M,3907,NW,Madura,Madura,Motorcycle
KB9645HR,KB,9645,HR,Kalbar,Kalbar,Truck/Commercial
AD9338RSO,AD,9338,RSO,Surakarta,Surakarta,Truck/Commercial
AE2484HLL,AE,2484,HLL,Madiun,Madiun,Motorcycle
E1910AC,E,1910,AC,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
B1070WIT,B,1070,WIT,Jadetabek,Tangsel,Private Car
N5365LD,N,5365,LD,Malang,Malang,Motorcycle
G1161WJ,G,1161,WJ,Pekalongan,Pekalongan,Private Car
F8688AKH,F,8688,AKH,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
B247BYW,B,247,BYW,Jadetabek,Jakarta Barat,Private Car
B8165UQG,B,8165,UQG,Jadetabek,Jakarta Utara,Truck/Commercial
A4270JQ,A,4270,JQ,Banten,Banten,Motorcycle
F1921SJG,F,1921,SJG,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
W1751ZO,W,1751,ZO,Sidoarjo,Sidoarjo,Private Car
L3973TI,L,3973,TI,Surabaya,Surabaya,Motorcycle
W1788GHC,W,1788,GHC,Sidoarjo,Sidoarjo,Private Car
R4773CY,R,4773,CY,Banyumas,Banyumas,Motorcycle
W2914UJ,W,2914,UJ,Sidoarjo,Sidoarjo,Motorcycle
B9645EFH,B,9645,EFH,Jadetabek,Depok,Truck/Commercial
P7632HEC,P,7632,HEC,Besuki,Besuki,Bus
B9512ZG,B,9512,ZG,Jadetabek,Depok,Truck/Commercial
DD9642FN,DD,9642,FN,Sulsel,Sulsel,Truck/Commercial
H7589IOK,H,7589,IOK,Semarang,Semarang,Bus
T9025OR,T,9025,OR,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
N7695TJ,N,7695,TJ,Malang,Malang,Bus
B16WRP,B,16,WRP,Jadetabek,Tangsel,Private Car
AD7815UUI,AD,7815,UUI,Surakarta,Surakarta,Bus
B7185TYO,B,7185,TYO,Jadetabek,Jakarta Timur,Bus
AG5067YOZ,AG,5067,YOZ,Kediri,Kediri,Motorcycle
DA7163PTB,DA,7163,PTB,Kalsel,Kalsel,Bus
S7163JE,S,7163,JE,Bojonegoro,Bojonegoro,Bus
E1950VU,E,1950,VU,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
AA7731TM,AA,7731,TM,Kedu,Kedu,Bus
AG6590FSO,AG,6590,FSO,Kediri,Kediri,Motorcycle
M540IZH,M,540,IZH,Madura,Madura,Private Car
DK7123WMG,DK,7123,WMG,Bali,Bali,Bus
B3437TK,B,3437,TK,Jadetabek,Jakarta Timur,Motorcycle
B9428CVV,B,9428,CVV,Jadetabek,Tangerang Kota,Truck/Commercial
DA1142OI,DA,1142,OI,Kalsel,Kalsel,Private Car
B2271KY,B,2271,KY,Jadetabek,Bekasi Kota,Motorcycle
Z7626XU,Z,7626,XU,Tasikmalaya,Tasikmalaya,Bus
DK1690EV,DK,1690,EV,Bali,Bali,Private Car
K3667GDF,K,3667,GDF,Pati,Pati,Motorcycle
B925PEA,B,925,PEA,Jadetabek,Jakarta Pusat,Private Car
F4083YQN,F,4083,YQN,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
H7440EE,H,7440,EE,Semarang,Semarang,Bus
D5864YG,D,5864,YG,Bandung Raya,Bandung Raya,Motorcycle
A2024VSJ,A,2024,VSJ,Banten,Banten,Motorcycle
R3236FHY,R,3236,FHY,Banyumas,Banyumas,Motorcycle
D643HT,D,643,HT,Bandung Raya,Bandung Raya,Private Car
A9966TM,A,9966,TM,Banten,Banten,Truck/Commercial
B9058BJ,B,9058,BJ,Jadetabek,Jakarta Barat,Truck/Commercial
M3215RDI,M,3215,RDI,Madura,Madura,Motorcycle
DK7201OV,DK,7201,OV,Bali,Bali,Bus
E9285EK,E,9285,EK,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
L250XEQ,L,250,XEQ,Surabaya,Surabaya,Private Car
B7832ZH,B,7832,ZH,Jadetabek,Depok,Bus
B1403WTD,B,1403,WTD,Jadetabek,Tangsel,Private Car
B6055PJ,B,6055,PJ,Jadetabek,Jakarta Pusat,Motorcycle
E7092HU,E,7092,HU,Cirebon/Indramayu,Cirebon/Indramayu,Bus
AD499JF,AD,499,JF,Surakarta,Surakarta,Private Car
R7962OZC,R,7962,OZC,Banyumas,Banyumas,Bus
B8478FLM,B,8478,FLM,Jadetabek,Bekasi Kab,Truck/Commercial
S8649KMP,S,8649,KMP,Bojonegoro,Bojonegoro,Truck/Commercial
E7460RXN,E,7460,RXN,Cirebon/Indramayu,Cirebon/Indramayu,Bus
B1753TD,B,1753,TD,Jadetabek,Jakarta Timur,Private Car
B8359TOA,B,8359,TOA,Jadetabek,Jakarta Timur,Truck/Commercial
B7390PV,B,7390,PV,Jadetabek,Jakarta Pusat,Bus
E1868HZR,E,1868,HZR,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
F7910OU,F,7910,OU,Bogor/Sukabumi,Bogor/Sukabumi,Bus
L7163VLP,L,7163,VLP,Surabaya,Surabaya,Bus
AA105XG,AA,105,XG,Kedu,Kedu,Private Car
B4891UV,B,4891,UV,Jadetabek,Jakarta Utara,Motorcycle
B8387UFE,B,8387,UFE,Jadetabek,Jakarta Utara,Truck/Commercial
D405CI,D,405,CI,Bandung Raya,Bandung Raya,Private Car
Z7500IIU,Z,7500,IIU,Tasikmalaya,Tasikmalaya,Bus
R9482UPU,R,9482,UPU,Banyumas,Banyumas,Truck/Commercial
D1459UUD,D,1459,UUD,Bandung Raya,Bandung Raya,Private Car
AD4299SZX,AD,4299,SZX,Surakarta,Surakarta,Motorcycle
AD8825KHS,AD,8825,KHS,Surakarta,Surakarta,Truck/Commercial
AA1371HZ,AA,1371,HZ,Kedu,Kedu,Private Car
L8382GP,L,8382,GP,Surabaya,Surabaya,Truck/Commercial
D2518UW,D,2518,UW,Bandung Raya,Bandung Raya,Motorcycle
AA1826NCU,AA,1826,NCU,Kedu,Kedu,Private Car
Z9798OT,Z,9798,OT,Tasikmalaya,Tasikmalaya,Truck/Commercial
B9285SUU,B,9285,SUU,Jadetabek,Jakarta Selatan,Truck/Commercial
B8115UDA,B,8115,UDA,Jadetabek,Jakarta Utara,Truck/Commercial
L2756FFX,L,2756,FFX,Surabaya,Surabaya,Motorcycle
D3379DO,D,3379,DO,Bandung Raya,Bandung Raya,Motorcycle
B8722ZFU,B,8722,ZFU,Jadetabek,Depok,Truck/Commercial
DD8382CJ,DD,8382,CJ,Sulsel,Sulsel,Truck/Commercial
T7116RHL,T,7116,RHL,Karawang/Purwakarta,Karawang/Purwakarta,Bus
R146ES,R,146,ES,Banyumas,Banyumas,Private Car
R7665PCY,R,7665,PCY,Banyumas,Banyumas,Bus
AA1762IW,AA,1762,IW,Kedu,Kedu,Private Car
DA3952JT,DA,3952,JT,Kalsel,Kalsel,Motorcycle
B7053WK,B,7053,WK,Jadetabek,Tangsel,Bus
B486PK,B,486,PK,Jadetabek,Jakarta Pusat,Private Car
B1849WD,B,1849,WD,Jadetabek,Tangsel,Private Car
DA9294WY,DA,9294,WY,Kalsel,Kalsel,Truck/Commercial
B8498SS,B,8498,SS,Jadetabek,Jakarta Selatan,Truck/Commercial
P7007DX,P,7007,DX,Besuki,Besuki,Bus
E1890FOF,E,1890,FOF,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
DA7886KM,DA,7886,KM,Kalsel,Kalsel,Bus
B7600CJ,B,7600,CJ,Jadetabek,Tangerang Kota,Bus
H7372DEW,H,7372,DEW,Semarang,Semarang,Bus
K7813HFM,K,7813,HFM,Pati,Pati,Bus
AB7354WKQ,AB,7354,WKQ,Yogyakarta,Yogyakarta,Bus
T1461FE,T,1461,FE,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
B746ZIE,B,746,ZIE,Jadetabek,Depok,Private Car
AE2889PH,AE,2889,PH,Madiun,Madiun,Motorcycle
B7894PN,B,7894,PN,Jadetabek,Jakarta Pusat,Bus
DD569MXM,DD,569,MXM,Sulsel,Sulsel,Private Car
H7538YYE,H,7538,YYE,Semarang,Semarang,Bus
DA1282MY,DA,1282,MY,Kalsel,Kalsel,Private Car
B341TW,B,341,TW,Jadetabek,Jakarta Timur,Private Car
S8269KWI,S,8269,KWI,Bojonegoro,Bojonegoro,Truck/Commercial
DB7912JD,DB,7912,JD,Sulut,Sulut,Bus
W2501MDW,W,2501,MDW,Sidoarjo,Sidoarjo,Motorcycle
DD8354AD,DD,8354,AD,Sulsel,Sulsel,Truck/Commercial
AA7542NAV,AA,7542,NAV,Kedu,Kedu,Bus
E885VSO,E,885,VSO,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
N7460DS,N,7460,DS,Malang,Malang,Bus
B8162EG,B,8162,EG,Jadetabek,Depok,Truck/Commercial
T1998OH,T,1998,OH,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
AG7805RX,AG,7805,RX,Kediri,Kediri,Bus
DK5579DX,DK,5579,DX,Bali,Bali,Motorcycle
K1727HIQ,K,1727,HIQ,Pati,Pati,Private Car
D9864VCZ,D,9864,VCZ,Bandung Raya,Bandung Raya,Truck/Commercial
B2120PZ,B,2120,PZ,Jadetabek,Jakarta Pusat,Motorcycle
N406HGJ,N,406,HGJ,Malang,Malang,Private Car
AD7984DZ,AD,7984,DZ,Surakarta,Surakarta,Bus
